filepath,testclass,testname,line number,assert string
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_config_missing_file,191,assert msg.startswith(
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_config_missing_file,194,"assert msg.endswith(""missing.json'"")"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_config_missing_file,195,"assert not app.config.from_file(""missing.json"", load=json.load, silent=True)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_custom_config_class,206,"assert isinstance(app.config, Config)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_session_lifetime,214,assert app.permanent_session_lifetime.seconds == 42
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_get_namespace,224,assert 2 == len(foo_options)
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_get_namespace,225,"assert ""foo option 1"" == foo_options[""option_1""]"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_get_namespace,226,"assert ""foo option 2"" == foo_options[""option_2""]"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_get_namespace,228,assert 2 == len(bar_options)
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_get_namespace,229,"assert ""bar stuff 1"" == bar_options[""STUFF_1""]"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_get_namespace,230,"assert ""bar stuff 2"" == bar_options[""STUFF_2""]"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_get_namespace,232,assert 2 == len(foo_options)
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_get_namespace,233,"assert ""foo option 1"" == foo_options[""foo_option_1""]"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_get_namespace,234,"assert ""foo option 2"" == foo_options[""foo_option_2""]"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_get_namespace,238,assert 2 == len(bar_options)
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_get_namespace,239,"assert ""bar stuff 1"" == bar_options[""BAR_STUFF_1""]"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_get_namespace,240,"assert ""bar stuff 2"" == bar_options[""BAR_STUFF_2""]"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_from_pyfile_weird_encoding,250,"assert value == ""föö"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_converters.py,,test_custom_converters,23,"assert client.get(""/1,2,3"").data == b""1|2|3"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_converters.py,,test_custom_converters,26,"assert url_for(""index"", args=[4, 5, 6]) == ""/4,5,6"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_converters.py,,test_context_available,42,"assert client.get(""/admin"").data == b""admin"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestSendfile,test_send_file,36,assert rv.direct_passthrough
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestSendfile,test_send_file,37,"assert rv.mimetype == ""text/html"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestSendfile,test_send_file,41,assert rv.data == f.read()
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestSendfile,test_static_file,50,assert rv.cache_control.max_age is None
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestSendfile,test_static_file,55,assert rv.cache_control.max_age is None
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestSendfile,test_static_file,62,assert rv.cache_control.max_age == 3600
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestSendfile,test_static_file,67,assert rv.cache_control.max_age == 3600
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestSendfile,test_static_file,72,assert rv.cache_control.max_age == 3600
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestSendfile,test_static_file,84,assert rv.cache_control.max_age == 10
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestSendfile,test_static_file,89,assert rv.cache_control.max_age == 10
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestSendfile,test_send_from_directory,98,"assert rv.data.strip() == b""Hello Subdomain"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestUrlFor,test_url_for_with_anchor,108,"assert flask.url_for(""index"", _anchor=""x y"") == ""/#x%20y"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestUrlFor,test_url_for_with_scheme,115,assert (
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestUrlFor,test_url_for_with_scheme_not_external,125,"assert url == ""https://localhost/"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestUrlFor,test_url_for_with_alternating_schemes,136,"assert flask.url_for(""index"", _external=True) == ""http://localhost/"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestUrlFor,test_url_for_with_alternating_schemes,137,assert (
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestUrlFor,test_url_for_with_alternating_schemes,141,"assert flask.url_for(""index"", _external=True) == ""http://localhost/"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestUrlFor,test_url_with_method,160,"assert flask.url_for(""myview"", _method=""GET"") == ""/myview/"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestUrlFor,test_url_with_method,161,"assert flask.url_for(""myview"", id=42, _method=""GET"") == ""/myview/42"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestUrlFor,test_url_with_method,162,"assert flask.url_for(""myview"", _method=""POST"") == ""/myview/create"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestUrlFor,test_url_for_with_self,169,"assert flask.url_for(""index"", self=""2"") == ""/2"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,,test_redirect_no_app,174,"assert response.location == ""https://localhost"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,,test_redirect_no_app,175,assert response.status_code == 307
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,,test_app_aborter_class,204,"assert isinstance(app.aborter, MyAborter)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestStreaming,test_streaming_with_context,248,"assert rv.data == b""Hello World!"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestStreaming,test_streaming_with_context_as_decorator,262,"assert rv.data == b""Hello World!"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestStreaming,test_streaming_with_context_and_custom_close,292,"assert rv.data == b""Hello World!"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestStreaming,test_streaming_with_context_and_custom_close,293,assert called == [42]
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestStreaming,test_stream_keeps_session,307,"assert rv.data == b""flask"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestHelpers,test_get_debug_flag,323,assert get_debug_flag() == expect
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestHelpers,test_make_response,329,assert rv.status_code == 200
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestHelpers,test_make_response,330,"assert rv.mimetype == ""text/html"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestHelpers,test_make_response,333,assert rv.status_code == 200
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestHelpers,test_make_response,334,"assert rv.data == b""Hello"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,TestHelpers,test_make_response,335,"assert rv.mimetype == ""text/html"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,,test_open_resource,343,"assert ""<h1>Hello World!</h1>"" in str(f.read())"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_helpers.py,,test_open_resource_with_encoding,360,"assert f.read() == ""test"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_instance_config.py,,test_explicit_instance_paths,13,assert app.instance_path == os.fspath(modules_tmp_path)
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_instance_config.py,,test_uninstalled_module_paths,27,"assert app.instance_path == os.fspath(modules_tmp_path / ""instance"")"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_instance_config.py,,test_uninstalled_package_paths,43,"assert app.instance_path == os.fspath(modules_tmp_path / ""instance"")"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_instance_config.py,,test_uninstalled_namespace_paths,62,"assert app.instance_path == os.fspath(project2 / ""instance"")"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_instance_config.py,,test_installed_module_paths,75,assert app.instance_path == os.fspath(
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_instance_config.py,,test_installed_package_paths,94,assert app.instance_path == os.fspath(
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_instance_config.py,,test_prefix_package_paths,109,assert site_package.app.instance_path == os.fspath(
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json.py,,test_bad_request_debug_message,25,assert rv.status_code == 400
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json.py,,test_bad_request_debug_message,27,assert contains == debug
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json.py,,test_json_bad_requests,36,assert rv.status_code == 400
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json.py,,test_json_custom_mimetypes,45,"assert rv.data == b""foo"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json.py,,test_json_as_unicode,54,assert rv == expected
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json.py,,test_json_dump_to_file,64,assert rv == test_data
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json.py,,test_jsonify_basic_types,74,"assert rv.mimetype == ""application/json"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json.py,,test_jsonify_basic_types,75,assert flask.json.loads(rv.data) == test_value
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json.py,,test_jsonify_dicts,101,"assert rv.mimetype == ""application/json"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json.py,,test_jsonify_dicts,102,assert flask.json.loads(rv.data) == d
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json.py,,test_jsonify_arrays,129,"assert rv.mimetype == ""application/json"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json.py,,test_jsonify_arrays,130,assert flask.json.loads(rv.data) == a_list
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json.py,,test_jsonify_datetime,142,"assert r.json[""value""] == http_date(value)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json.py,,test_jsonify_aware_datetimes,173,assert flask.json.dumps(dt) == expected
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json.py,,test_jsonify_uuid_types,186,assert rv_x == str(test_uuid)
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json.py,,test_jsonify_uuid_types,188,assert rv_uuid == test_uuid
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json.py,,test_json_decimal,193,"assert rv == '""0.003""'"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json.py,,test_json_attr,207,"assert rv.data == b""3"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json.py,,test_tojson_filter,217,assert rv == (
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json.py,,test_json_customization,257,"assert rv.data == b'""<42>""'"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json.py,,test_json_key_sorting,272,assert app.json.sort_keys
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json.py,,test_json_key_sorting,335,assert lines == sorted_by_int
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json.py,,test_json_key_sorting,337,assert lines == sorted_by_str
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json.py,,test_html_method,346,"assert result == '""<p>test</p>""'"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json_tag.py,,test_dump_load_unchanged,29,assert s.loads(s.dumps(data)) == data
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json_tag.py,,test_duplicate_tag,39,"assert isinstance(s.tags["" d""], TagDict)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json_tag.py,,test_duplicate_tag,40,"assert isinstance(s.order[0], TagDict)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json_tag.py,,test_custom_tag,63,"assert s.loads(s.dumps(Foo(""bar""))).data == ""bar"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json_tag.py,,test_tag_order,83,"assert isinstance(s.order[-2], Tag1)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_json_tag.py,,test_tag_order,86,"assert isinstance(s.order[-1], Tag2)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_logging.py,,test_logger,37,"assert app.logger.name == ""flask_test"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_logging.py,,test_logger,38,assert app.logger.level == logging.NOTSET
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_logging.py,,test_logger,39,assert app.logger.handlers == [default_handler]
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_logging.py,,test_logger_debug,44,assert app.logger.level == logging.DEBUG
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_logging.py,,test_logger_debug,45,assert app.logger.handlers == [default_handler]
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_logging.py,,test_existing_handler,50,assert app.logger.level == logging.NOTSET
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_logging.py,,test_existing_handler,51,assert not app.logger.handlers
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_logging.py,,test_wsgi_errors_stream,62,"assert ""ERROR in test_logging: test"" in stream.getvalue()"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_logging.py,,test_wsgi_errors_stream,64,assert wsgi_errors_stream._get_current_object() is sys.stderr
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_logging.py,,test_wsgi_errors_stream,67,assert wsgi_errors_stream._get_current_object() is stream
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_logging.py,,test_has_level_handler,72,assert not has_level_handler(logger)
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_logging.py,,test_has_level_handler,76,assert has_level_handler(logger)
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_logging.py,,test_has_level_handler,79,assert not has_level_handler(logger)
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_logging.py,,test_has_level_handler,83,assert not has_level_handler(logger)
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_logging.py,,test_log_view_exception,94,assert rv.status_code == 500
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_logging.py,,test_log_view_exception,95,assert rv.data
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_logging.py,,test_log_view_exception,97,"assert ""Exception on / [GET]"" in err"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_logging.py,,test_log_view_exception,98,"assert ""Exception: test"" in err"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_regression.py,,test_aborting,26,"assert location_parts[0] == ""http://localhost"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_regression.py,,test_aborting,28,"assert location_parts[2] == ""test"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_regression.py,,test_aborting,30,"assert rv.data == b""42"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,,test_teardown_on_pop,25,assert buffer == []
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,,test_teardown_on_pop,27,assert buffer == [None]
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,,test_teardown_with_previous_exception,43,assert buffer == []
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,,test_teardown_with_previous_exception,44,assert buffer == [None]
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,,test_teardown_with_handled_exception,55,assert buffer == []
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,,test_teardown_with_handled_exception,60,assert buffer == [None]
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,,test_proper_test_request_context,75,assert (
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,,test_proper_test_request_context,81,assert (
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,,test_context_binding,117,"assert index() == ""Hello World!"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,,test_context_binding,119,"assert meh() == ""http://localhost/meh"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,,test_context_binding,120,assert not flask.request
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,,test_context_test,124,assert not flask.request
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,,test_context_test,125,assert not flask.has_request_context()
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,,test_context_test,129,assert flask.request
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,,test_context_test,130,assert flask.has_request_context()
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,,test_manual_context_binding,142,"assert index() == ""Hello World!"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,TestGreenletContextCopying,test_greenlet_context_copying,174,"assert rv.data == b""Hello World!"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,TestGreenletContextCopying,test_greenlet_context_copying,177,assert result == 42
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,TestGreenletContextCopying,test_greenlet_context_copying_api,199,"assert rv.data == b""Hello World!"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,TestGreenletContextCopying,test_greenlet_context_copying_api,202,assert result == 42
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,,test_session_error_pops_context,224,assert response.status_code == 500
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,,test_session_error_pops_context,225,assert not flask.request
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,,test_session_error_pops_context,226,assert not flask.current_app
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,,test_session_dynamic_cookie_name,268,"assert test_client.post(""/set"", data={""value"": ""42""}).data == b""value set"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,,test_session_dynamic_cookie_name,269,assert (
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,,test_session_dynamic_cookie_name,276,"assert test_client.get(""/get"").data == b""42"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,,test_session_dynamic_cookie_name,277,"assert test_client.get(""/get_dynamic_cookie"").data == b""616"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,,test_bad_environ_raises_bad_request,293,assert response.status_code == 400
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,,test_environ_for_valid_idna_completes,314,assert response.status_code == 200
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_reqctx.py,,test_normal_environ_completes,325,assert response.status_code == 200
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_request.py,,test_max_content_length,22,"assert rv.data == b""42"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_request.py,,test_limit_config,32,assert r.max_content_length is None
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_request.py,,test_limit_config,33,assert r.max_form_memory_size == 500_000
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_request.py,,test_limit_config,34,assert r.max_form_parts == 1_000
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_request.py,,test_limit_config,38,assert r.max_content_length == 100
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_request.py,,test_limit_config,39,assert r.max_form_memory_size == 50
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_request.py,,test_limit_config,40,assert r.max_form_parts == 3
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_request.py,,test_limit_config,47,assert r.max_content_length == 90
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_request.py,,test_limit_config,48,assert r.max_form_memory_size == 30
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_request.py,,test_limit_config,49,assert r.max_form_parts == 4
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_request.py,,test_limit_config,52,assert r.max_content_length == 90
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_request.py,,test_limit_config,53,assert r.max_form_memory_size == 30
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_request.py,,test_limit_config,54,assert r.max_form_parts == 4
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_request.py,,test_trusted_hosts_config,66,assert r.status_code == 200
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_request.py,,test_trusted_hosts_config,68,assert r.status_code == 200
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_request.py,,test_trusted_hosts_config,70,assert r.status_code == 400
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_session_interface.py,,test_open_session_with_endpoint,28,assert response.status_code == 200
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_signals.py,,test_template_rendered,17,assert len(recorded) == 1
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_signals.py,,test_template_rendered,19,"assert template.name == ""simple_template.html"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_signals.py,,test_template_rendered,20,"assert context[""whiskey""] == 42"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_signals.py,,test_before_render_template,41,assert len(recorded) == 1
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_signals.py,,test_before_render_template,43,"assert template.name == ""simple_template.html"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_signals.py,,test_before_render_template,44,"assert context[""whiskey""] == 43"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_signals.py,,test_before_render_template,45,"assert rv.data == b""<h1>43</h1>"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_signals.py,,test_request_signals,81,"assert rv.data == b""stuff"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_signals.py,,test_request_signals,83,assert calls == [
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_signals.py,,test_request_exception_signal,108,"assert app.test_client().get(""/"").status_code == 500"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_signals.py,,test_request_exception_signal,109,assert len(recorded) == 1
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_signals.py,,test_request_exception_signal,110,"assert isinstance(recorded[0], ZeroDivisionError)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_signals.py,,test_appcontext_signals,132,"assert rv.data == b""Hello"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_signals.py,,test_appcontext_signals,133,"assert recorded == [""push"", ""pop""]"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_signals.py,,test_flash_signal,155,assert len(recorded) == 1
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_signals.py,,test_flash_signal,157,"assert message == ""This is a flash message"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_signals.py,,test_flash_signal,158,"assert category == ""notice"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_signals.py,,test_appcontext_tearing_down_signal,177,assert rv.status_code == 500
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_signals.py,,test_appcontext_tearing_down_signal,178,assert len(recorded) == 1
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_signals.py,,test_appcontext_tearing_down_signal,179,"assert isinstance(recorded[0], ZeroDivisionError)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_subclassing.py,,test_suppressed_exception_logging,19,assert rv.status_code == 500
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_subclassing.py,,test_suppressed_exception_logging,20,"assert b""Internal Server Error"" in rv.data"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_subclassing.py,,test_suppressed_exception_logging,21,assert not out.getvalue()
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_context_processing,21,"assert rv.data == b""<p>23|42"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_original_win,30,"assert rv.data == b""42"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_simple_stream,39,"assert rv.data == b""42"""
